3,0.2846
3,0.2846
3,0.2846
3,0.2836
3,0.2848
3,0.2838
3,0.2846
3,0.284
3,0.2628
3,0.2848
3,0.2744
3,0.2848
3,0.2846
3,0.2848
3,0.2846
3,0.2838
3,0.284
3,0.2838
3,0.2838
3,0.284
3,0.2846
3,0.284
3,0.2844
3,0.284
3,0.2838
3,0.285
3,0.284
3,0.2838
3,0.284
3,0.284
3,0.263
3,0.2846
3,0.2846
3,0.2838
3,0.2848
3,0.284
3,0.2846
3,0.2848
3,0.2838
3,0.2744
3,0.2844
3,0.284
3,0.2838
3,0.2848
3,0.2848
3,0.274
3,0.2626
3,0.2846
3,0.2844
3,0.2848
3,0.2846
3,0.2844
3,0.2838
3,0.2846
3,0.2848
3,0.2838
3,0.2838
3,0.2848
3,0.284
3,0.284
3,0.2848
3,0.2838
3,0.2844
3,0.2848
3,0.2846
3,0.2848
3,0.2844
3,0.2848
3,0.2848
3,0.2834
3,0.2838
3,0.2846
3,0.2838
3,0.2842
3,0.284
3,0.2838
3,0.284
3,0.2744
3,0.2838
3,0.284
3,0.285
3,0.275
3,0.2838
3,0.2744
3,0.2744
3,0.2838
3,0.284
3,0.284
3,0.284
3,0.2838
3,0.2846
3,0.2846
3,0.2836
3,0.2744
3,0.284
3,0.2744
3,0.2838
3,0.2838
3,0.2842
3,0.2628
4,0.3584
4,0.3568
4,0.3602
4,0.3574
4,0.3586
4,0.3602
4,0.3586
4,0.3588
4,0.3486
4,0.356
4,0.3568
4,0.3586
4,0.3568
4,0.349
4,0.3568
4,0.358
4,0.3602
4,0.358
4,0.3588
4,0.3586
4,0.3586
4,0.3586
4,0.36
4,0.3582
4,0.3568
4,0.3602
4,0.3586
4,0.3586
4,0.349
4,0.3498
4,0.3604
4,0.3586
4,0.3602
4,0.3602
4,0.3586
4,0.3628
4,0.3602
4,0.3588
4,0.3576
4,0.349
4,0.359
4,0.3486
4,0.3568
4,0.3588
4,0.3486
4,0.3586
4,0.3562
4,0.349
4,0.348
4,0.3586
4,0.3588
4,0.3628
4,0.3596
4,0.3602
4,0.3494
4,0.3586
4,0.3602
4,0.3586
4,0.3586
4,0.3624
4,0.3588
4,0.3572
4,0.3586
4,0.3588
4,0.3586
4,0.3586
4,0.3586
4,0.3568
4,0.3588
4,0.3586
4,0.3586
4,0.358
4,0.3602
4,0.3586
4,0.3602
4,0.3602
4,0.3566
4,0.3588
4,0.3586
4,0.3586
4,0.3586
4,0.3582
4,0.358
4,0.3628
4,0.3624
4,0.3586
4,0.3602
4,0.3596
4,0.358
4,0.3588
4,0.3586
4,0.35
4,0.3602
4,0.3588
4,0.3588
4,0.3586
4,0.3628
4,0.3624
4,0.3588
4,0.3486
5,0.434
5,0.4336
5,0.3492
5,0.4336
5,0.4336
5,0.3812
5,0.434
5,0.434
5,0.434
5,0.434
5,0.4342
5,0.4336
5,0.434
5,0.3816
5,0.4338
5,0.434
5,0.4336
5,0.385
5,0.434
5,0.434
5,0.4336
5,0.434
5,0.434
5,0.4336
5,0.434
5,0.381
5,0.3814
5,0.434
5,0.434
5,0.434
5,0.4336
5,0.4336
5,0.4336
5,0.4338
5,0.434
5,0.434
5,0.434
5,0.3858
5,0.4336
5,0.434
5,0.3818
5,0.4336
5,0.4336
5,0.434
5,0.3814
5,0.434
5,0.4336
5,0.4336
5,0.4336
5,0.434
5,0.434
5,0.434
5,0.434
5,0.3306
5,0.3868
5,0.434
5,0.4336
5,0.3858
5,0.434
5,0.434
5,0.4336
5,0.4336
5,0.381
5,0.434
5,0.434
5,0.3868
5,0.434
5,0.386
5,0.434
5,0.3878
5,0.4342
5,0.434
5,0.4338
5,0.4336
5,0.434
5,0.3624
5,0.434
5,0.3818
5,0.3816
5,0.434
5,0.3818
5,0.4336
5,0.3492
5,0.4338
5,0.434
5,0.4336
5,0.4336
5,0.3812
5,0.4336
5,0.3818
5,0.374
5,0.4338
5,0.4336
5,0.434
5,0.434
5,0.3862
5,0.3868
5,0.434
5,0.434
5,0.4336
6,0.4538
6,0.4502
6,0.454
6,0.4746
6,0.4554
6,0.451
6,0.4512
6,0.4556
6,0.4922
6,0.4554
6,0.4506
6,0.4514
6,0.4546
6,0.4554
6,0.4554
6,0.4558
6,0.4554
6,0.4554
6,0.4554
6,0.4554
6,0.4554
6,0.4512
6,0.451
6,0.454
6,0.451
6,0.4554
6,0.454
6,0.4556
6,0.4714
6,0.4548
6,0.4538
6,0.4926
6,0.4746
6,0.4544
6,0.4554
6,0.4548
6,0.4554
6,0.4554
6,0.454
6,0.455
6,0.4558
6,0.454
6,0.4538
6,0.4548
6,0.4504
6,0.4556
6,0.454
6,0.4554
6,0.4554
6,0.4746
6,0.4554
6,0.454
6,0.416
6,0.454
6,0.4554
6,0.4544
6,0.4554
6,0.4554
6,0.4554
6,0.4508
6,0.451
6,0.455
6,0.4574
6,0.4554
6,0.3894
6,0.4926
6,0.4554
6,0.4936
6,0.454
6,0.451
6,0.4554
6,0.4556
6,0.4512
6,0.4744
6,0.4546
6,0.4556
6,0.4558
6,0.4554
6,0.4508
6,0.4554
6,0.4158
6,0.4928
6,0.4926
6,0.4544
6,0.4554
6,0.4158
6,0.4596
6,0.4548
6,0.4554
6,0.4556
6,0.4554
6,0.4514
6,0.4556
6,0.4554
6,0.4554
6,0.4554
6,0.4556
6,0.4554
6,0.4162
6,0.3352
7,0.4448
7,0.5064
7,0.4786
7,0.4682
7,0.503
7,0.46
7,0.4448
7,0.4778
7,0.4456
7,0.4438
7,0.4878
7,0.4462
7,0.5156
7,0.5066
7,0.445
7,0.4786
7,0.4448
7,0.4452
7,0.4446
7,0.5176
7,0.5034
7,0.4804
7,0.5054
7,0.4326
7,0.4796
7,0.5052
7,0.5026
7,0.4798
7,0.5152
7,0.5054
7,0.5064
7,0.4788
7,0.4718
7,0.503
7,0.4762
7,0.4794
7,0.4794
7,0.5146
7,0.4792
7,0.5152
7,0.4456
7,0.4462
7,0.4798
7,0.5066
7,0.4452
7,0.511
7,0.445
7,0.5152
7,0.4454
7,0.5066
7,0.4772
7,0.5026
7,0.4788
7,0.4812
7,0.506
7,0.5062
7,0.5148
7,0.4452
7,0.5146
7,0.4786
7,0.5102
7,0.4788
7,0.5034
7,0.4638
7,0.4456
7,0.5006
7,0.4442
7,0.464
7,0.5052
7,0.5026
7,0.5062
7,0.4432
7,0.4586
7,0.5154
7,0.479
7,0.5156
7,0.474
7,0.4442
7,0.4304
7,0.4748
7,0.4636
7,0.4442
7,0.4446
7,0.5158
7,0.504
7,0.4788
7,0.476
7,0.445
7,0.4742
7,0.4798
7,0.4608
7,0.5154
7,0.5062
7,0.4448
7,0.46
7,0.4458
7,0.475
7,0.4338
7,0.4334
7,0.4804
8,0.516
8,0.536
8,0.5368
8,0.493
8,0.458
8,0.5376
8,0.5
8,0.5054
8,0.4492
8,0.5368
8,0.516
8,0.5196
8,0.5344
8,0.5048
8,0.537
8,0.5016
8,0.5162
8,0.5356
8,0.5212
8,0.5358
8,0.5158
8,0.5382
8,0.516
8,0.5012
8,0.5034
8,0.5054
8,0.4622
8,0.5062
8,0.5714
8,0.4636
8,0.4606
8,0.4604
8,0.4604
8,0.5368
8,0.5046
8,0.5374
8,0.5342
8,0.5384
8,0.5308
8,0.4576
8,0.5276
8,0.537
8,0.5346
8,0.493
8,0.5342
8,0.5708
8,0.5044
8,0.4976
8,0.5366
8,0.5168
8,0.4722
8,0.4964
8,0.4582
